date,exchange,hi,lo,avg
2014/6/3,0.2002,2168.995,2149.291,2159.143
2014/6/4,0.1994,2149.452,2117.313,2133.3825
2014/6/5,0.1738,2150.93,2123.524,2137.227
2014/6/6,0.1703,2149.783,2123.98,2136.8815
2014/6/9,0.1873,2153.903,2126.665,2140.284
2014/6/10,0.2406,2161.526,2132.447,2146.9865
2014/6/11,0.2027,2163.61,2152.08,2157.845
2014/6/12,0.2048,2160.988,2148.413,2154.7005
2014/6/13,0.2821,2183.645,2150.569,2167.107
2014/6/16,0.3028,2196.343,2174.277,2185.31
2014/6/17,0.2388,2185.681,2168.445,2177.063
2014/6/18,0.2366,2172.549,2158.497,2165.523
2014/6/19,0.2543,2166.407,2119.498,2142.9525
2014/6/20,0.2027,2137.034,2120.807,2128.9205
2014/6/23,0.1968,2147.227,2132.454,2139.8405
2014/6/24,0.1919,2145.213,2130.292,2137.7525
2014/6/25,0.18,2141.726,2126.035,2133.8805
2014/6/26,0.2115,2151.114,2134.891,2143.0025
2014/6/27,0.2514,2159.526,2138.927,2149.2265
2014/6/30,0.2589,2168.221,2152.306,2160.2635
2014/7/1,0.2541,2171.15,2157.133,2164.1415
2014/7/2,0.2844,2171.51,2155.609,2163.5595
2014/7/3,0.3035,2184.964,2164.843,2174.9035
2014/7/4,0.2518,2183.798,2174.073,2178.9355
2014/7/7,0.2393,2186.202,2171.083,2178.6425
2014/7/8,0.2416,2180.778,2163.359,2172.0685
2014/7/9,0.2949,2178.51,2148.26,2163.385
2014/7/10,0.265,2151.774,2139.522,2145.648
2014/7/11,0.2919,2154.735,2134.795,2144.765
2014/7/14,0.3146,2171.902,2145.278,2158.59
2014/7/15,0.3415,2176.272,2165.206,2170.739
2014/7/16,0.3878,2183.248,2166.774,2175.011
2014/7/17,0.2826,2166.932,2147.084,2157.008
2014/7/18,0.311,2176.325,2145.446,2160.8855
2014/7/21,0.2573,2171.94,2158.955,2165.4475
2014/7/22,0.373,2197.592,2162.236,2179.914
2014/7/23,0.3999,2210.282,2190.555,2200.4185
2014/7/24,0.5672,2239.815,2199.833,2219.824
2014/7/25,0.47,2260.89,2239.066,2249.978
2014/7/28,0.8537,2331.472,2272.383,2301.9275
2014/7/29,0.6372,2342.77,2316.217,2329.4935
2014/7/30,0.5839,2339.038,2316.058,2327.548
2014/7/31,0.5267,2350.551,2316.585,2333.568
2014/8/1,0.5995,2371.5,2328.966,2350.233
2014/8/4,0.5539,2375.62,2332.138,2353.879
2014/8/5,0.5309,2380.774,2353.795,2367.2845
2014/8/6,0.5521,2371.667,2334.334,2353.0005
2014/8/7,0.554,2369.204,2326.268,2347.736
2014/8/8,0.4116,2339.27,2319.288,2329.279
2014/8/11,0.4339,2367.004,2337.014,2352.009
2014/8/12,0.4349,2361.17,2344.716,2352.943
2014/8/13,0.5232,2370.513,2335.694,2353.1035
2014/8/14,0.4641,2363.18,2334.08,2348.63
2014/8/15,0.4433,2366.902,2333.123,2350.0125
2014/8/18,0.495,2379.804,2361.197,2370.5005
2014/8/19,0.5487,2379.474,2358.965,2369.2195
2014/8/20,0.4795,2375.475,2360.837,2368.156
2014/8/21,0.4767,2367.46,2333.299,2350.3795
2014/8/22,0.4252,2368.457,2350.986,2359.7215
2014/8/25,0.4611,2367.606,2338.455,2353.0305
2014/8/26,0.4443,2350.391,2317.184,2333.7875
2014/8/27,0.3204,2336.737,2322.885,2329.811
2014/8/28,0.3337,2336.363,2309.639,2323.001
2014/8/29,0.2992,2338.774,2313.262,2326.018
2014/9/1,0.3655,2355.552,2338.53,2347.041
2014/9/2,0.5409,2387.655,2349.949,2368.802
2014/9/3,0.6132,2414.26,2389.679,2401.9695
2014/9/4,0.5258,2427.297,2404.082,2415.6895
2014/9/5,0.631,2450.634,2427.987,2439.3105
2014/9/9,0.5584,2454.893,2437.078,2445.9855
2014/9/10,0.5158,2437.081,2422.646,2429.8635
2014/9/11,0.6283,2461.473,2417.269,2439.371
2014/9/12,0.5157,2438.358,2412.622,2425.49
2014/9/15,0.5773,2439.254,2418.959,2429.1065
2014/9/16,0.8819,2442.924,2386.98,2414.952
2014/9/17,0.5916,2405.371,2379.091,2392.231
2014/9/18,0.5473,2414.946,2389.622,2402.284
2014/9/19,0.4807,2430.149,2402.313,2416.231
2014/9/22,0.4815,2419.326,2374.108,2396.717
2014/9/23,0.3958,2402.482,2379.521,2391.0015
2014/9/24,0.6722,2443.978,2387.07,2415.524
2014/9/25,0.6529,2462.668,2429.587,2446.1275
2014/9/26,0.4723,2439.649,2420.499,2430.074
2014/9/29,0.5802,2453.665,2435.611,2444.638
2014/9/30,0.5424,2454.885,2444.204,2449.5445
2014/10/8,0.5712,2478.383,2445.268,2461.8255
2014/10/9,0.646,2488.113,2461.112,2474.6125
2014/10/10,0.6914,2482.136,2457.684,2469.91
2014/10/13,0.6162,2460.389,2430.546,2445.4675
2014/10/14,0.5966,2467.904,2436.336,2452.12
2014/10/15,0.6359,2465.498,2431.188,2448.343
2014/10/16,0.7407,2480.3,2441.822,2461.061
2014/10/17,0.6217,2456.105,2410.401,2433.253
2014/10/20,0.4281,2456.621,2441.896,2449.2585
2014/10/21,0.4506,2459.255,2432.552,2445.9035
2014/10/22,0.4151,2447.467,2417.562,2432.5145
2014/10/23,0.4846,2424.662,2392.532,2408.597
2014/10/24,0.351,2404.993,2385.725,2395.359
2014/10/27,0.3456,2377.542,2361.68,2369.611
2014/10/28,0.4751,2416.766,2373.155,2394.9605
2014/10/29,0.742,2461.268,2415.703,2438.4855
2014/10/30,0.8872,2474.376,2443.759,2459.0675
2014/10/31,1.1191,2512.189,2466.504,2489.3465
2014/11/3,0.9629,2524.172,2502.06,2513.116
2014/11/4,1.0212,2517.46,2498.605,2508.0325
2014/11/5,0.8913,2519.399,2499.228,2509.3135
2014/11/6,0.7002,2510.985,2482.983,2496.984
2014/11/7,0.9768,2541.549,2489.419,2515.484
2014/11/10,1.0602,2565.73,2514.71,2540.22
2014/11/11,1.5142,2602.373,2532.572,2567.4725
2014/11/12,0.8639,2594.318,2539.601,2566.9595
2014/11/13,1.0282,2607.519,2567.463,2587.491
2014/11/14,0.772,2581.932,2557.666,2569.799
2014/11/17,0.7413,2614.086,2565.943,2590.0145
2014/11/18,0.6683,2570.211,2534.927,2552.569
2014/11/19,0.5711,2550.5,2531.318,2540.909
2014/11/20,0.4963,2545.473,2522.836,2534.1545
2014/11/21,0.7061,2585.362,2530.032,2557.697
2014/11/24,1.3083,2667.671,2602.944,2635.3075
2014/11/25,1.0408,2686.063,2643.843,2664.953
2014/11/26,1.1406,2723.36,2690.31,2706.835
2014/11/27,1.2411,2754.49,2718.704,2736.597
2014/11/28,1.7548,2809.543,2740.374,2774.9585
2014/12/1,1.7088,2855.332,2808.653,2831.9925
2014/12/2,1.6898,2944.506,2804.293,2874.3995
2014/12/3,2.1782,3028.225,2912.246,2970.2355
2014/12/4,1.9944,3104.89,2968.876,3036.883
2014/12/5,2.4526,3195.798,3011.936,3103.867
2014/12/8,2.2637,3270.881,3075.7,3173.2905
2014/12/9,2.9572,3387.827,3074.516,3231.1715
2014/12/10,1.986,3229.047,3058.191,3143.619
2014/12/11,1.7138,3254.424,3158.443,3206.4335
2014/12/12,1.405,3239.447,3167.928,3203.6875
2014/12/15,1.3561,3226.221,3143.297,3184.759
2014/12/16,1.6728,3303.402,3207.688,3255.545
2014/12/17,2.0932,3368.194,3275.736,3321.965
2014/12/18,1.6626,3393.711,3322.229,3357.97
2014/12/19,1.9207,3397.183,3280.916,3339.0495
2014/12/22,2.568,3455.207,3357.661,3406.434
2014/12/23,1.7269,3431.779,3316.913,3374.346
2014/12/24,1.4819,3340.357,3188.495,3264.426
2014/12/25,1.4462,3335.779,3226.322,3281.0505
2014/12/26,1.7954,3453.338,3335.012,3394.175
2014/12/29,1.981,3524.28,3405.836,3465.058
2014/12/30,1.5299,3491.826,3422.174,3457
2014/12/31,1.6122,3542.34,3452.498,3497.419
2015/1/5,2.1024,3669.042,3551.51,3610.276
2015/1/6,1.9521,3683.226,3587.231,3635.2285
2015/1/7,1.4835,3671.19,3601.698,3636.444
2015/1/8,1.3668,3659.945,3552.1,3606.0225
2015/1/9,1.6215,3689.753,3536.395,3613.074
2015/1/12,1.235,3560.527,3461.322,3510.9245
2015/1/13,0.867,3550.158,3494.768,3522.463
2015/1/14,0.908,3547.242,3471.56,3509.401
2015/1/15,1.1,3604.121,3482.27,3543.1955
2015/1/16,1.3076,3662.158,3601.258,3631.708
2015/1/19,1.5235,3497.252,3330.981,3414.1165
2015/1/20,1.3759,3419.204,3325.681,3372.4425
2015/1/21,1.5611,3557.794,3409.43,3483.612
2015/1/22,1.2415,3576.756,3520.053,3548.4045
2015/1/23,1.2928,3627.806,3548.626,3588.216
2015/1/26,1.1065,3611.617,3559.376,3585.4965
2015/1/27,1.3275,3616.258,3510.017,3563.1375
2015/1/28,0.9967,3583.312,3512.393,3547.8525
2015/1/29,0.9755,3505.582,3453.901,3479.7415
2015/1/30,0.9057,3514.217,3431.936,3473.0765
2015/2/2,0.8997,3407.256,3347.085,3377.1705
2015/2/3,0.8889,3441.709,3360.717,3401.213
2015/2/4,0.8807,3476.817,3399.565,3438.191
2015/2/5,1.1529,3487.951,3366.862,3427.4065
2015/2/6,0.8864,3374.051,3285.935,3329.993
2015/2/9,0.7925,3376.526,3298.597,3337.5615
2015/2/10,0.7325,3407.18,3339.548,3373.364
2015/2/11,0.6649,3445.655,3412.136,3428.8955
2015/2/12,0.7176,3453.582,3405.627,3429.6045
2015/2/13,0.9237,3509.505,3452.079,3480.792
2015/2/16,0.7603,3504.475,3466.607,3485.541
2015/2/17,0.758,3536.82,3511.093,3523.9565
2015/2/25,0.7584,3529.55,3463.955,3496.7525
2015/2/26,1.0506,3569.33,3456.871,3513.1005
2015/2/27,1.0207,3594.813,3560.455,3577.634
2015/3/2,1.1366,3608.691,3566.527,3587.609
2015/3/3,1.1993,3579.315,3504.201,3541.758
2015/3/4,0.9136,3540.912,3497.172,3519.042
2015/3/5,0.9951,3517.083,3467.676,3492.3795
2015/3/6,0.8303,3516.243,3472.392,3494.3175
2015/3/9,1.07,3546.705,3417.486,3482.0955
2015/3/10,0.8877,3551.205,3511.985,3531.595
2015/3/11,0.8593,3568.916,3512.218,3540.567
2015/3/12,1.2082,3603.341,3536.534,3569.9375
2015/3/13,1.1222,3641.392,3594.742,3618.067
2015/3/16,1.2513,3705.739,3621.119,3663.429
2015/3/17,1.6883,3762.575,3716.809,3739.692
2015/3/18,1.8862,3846.055,3763.848,3804.9515
2015/3/19,1.7782,3859.126,3809.706,3834.416
2015/3/20,1.8248,3916.863,3832.416,3874.6395
2015/3/23,1.7762,3972.296,3922.21,3947.253
2015/3/24,2.128,3989.858,3883.782,3936.82
2015/3/25,1.7256,3980.716,3913.988,3947.352
2015/3/26,1.5729,3991.997,3892.878,3942.4375
2015/3/27,1.3551,3993.032,3932.87,3962.951
2015/3/30,1.9427,4101.651,3999.024,4050.3375
2015/3/31,1.9779,4166.018,4037.771,4101.8945
2015/4/1,1.4946,4139.499,4046.939,4093.219
2015/4/2,1.538,4156.842,4068.649,4112.7455
2015/4/3,1.4574,4170.558,4092.383,4131.4705
2015/4/7,1.884,4260.471,4197.019,4228.745
2015/4/8,2.0805,4304.78,4204.826,4254.803
2015/4/9,1.9944,4332.166,4212.611,4272.3885
2015/4/10,1.5793,4351.687,4231.196,4291.4415
2015/4/13,1.9675,4432.024,4361.589,4396.8065
2015/4/14,1.9687,4474.353,4385.908,4430.1305
2015/4/15,2.1282,4475.997,4379.609,4427.803
2015/4/16,1.9045,4513.765,4335.63,4424.6975
2015/4/17,2.4913,4630.27,4553.904,4592.087
2015/4/20,3.0936,4671.168,4492.6,4581.884
2015/4/21,2.2097,4620.058,4504.558,4562.308
2015/4/22,2.3261,4740.933,4632.589,4686.761
2015/4/23,2.2415,4782.044,4693.967,4738.0055
2015/4/24,2.161,4730.43,4618.318,4674.374
2015/4/27,2.3087,4810.485,4735.31,4772.8975
2015/4/28,2.7386,4839.078,4703.567,4771.3225
2015/4/29,1.7766,4797.927,4695.793,4746.86
2015/4/30,1.7976,4818.725,4749.485,4784.105
2015/5/4,1.6985,4795.915,4699.398,4747.6565
2015/5/5,2.0685,4785.192,4572.983,4679.0875
2015/5/6,1.6895,4700.909,4511.761,4606.335
2015/5/7,1.3372,4546.338,4467.459,4506.8985
2015/5/8,1.3579,4559.058,4445.592,4502.325
2015/5/11,1.6787,4690.954,4535.149,4613.0515
2015/5/12,1.6924,4748.004,4660.016,4704.01
2015/5/13,1.6608,4758.002,4678.845,4718.4235
2015/5/14,1.513,4735.284,4670.168,4702.726
2015/5/15,1.4647,4690.755,4592.05,4641.4025
2015/5/18,1.2004,4623.383,4565.061,4594.222
2015/5/19,1.4037,4740.005,4577.637,4658.821
2015/5/20,1.6285,4843.1,4745.21,4794.155
2015/5/21,1.3663,4841.615,4746.029,4793.822
2015/5/22,2.0401,4951.991,4870.598,4911.2945
2015/5/25,2.0844,5099.839,4949.11,5024.4745
2015/5/26,2.1833,5199.295,5063.146,5131.2205
2015/5/27,2.1064,5226.844,5126.861,5176.8525
2015/5/28,2.5577,5213.183,4831.329,5022.256
2015/5/29,1.9113,4924.303,4665.521,4794.912
2015/6/1,1.865,5079.319,4835.774,4957.5465
2015/6/2,1.8433,5162.556,5047.081,5104.8185
2015/6/3,1.8464,5186.967,5059.495,5123.231
2015/6/4,2.1405,5194.233,4863.465,5028.849
2015/6/5,2.4193,5288.34,5104.178,5196.259
2015/6/8,2.8241,5370.609,5202.595,5286.602
2015/6/9,2.527,5380.426,5251.208,5315.817
2015/6/10,1.9568,5374.8296,5209.6795,5292.25455
2015/6/11,1.7351,5329.2951,5248.1626,5288.72885
2015/6/12,1.9007,5351.6481,5283.0859,5317.367
2015/6/15,2.0651,5362.4515,5207.3081,5284.8798
2015/6/16,1.7864,5204.303,5015.2646,5109.7838
2015/6/17,1.7216,5158.3671,4949.2934,5053.83025
2015/6/18,1.5794,5121.2184,4926.4292,5023.8238
2015/6/19,1.5501,4910.4499,4634.6909,4772.5704
2015/6/23,1.5801,4786.955,4455.3304,4621.1427
2015/6/24,1.8804,4883.7317,4744.3058,4814.01875
2015/6/25,1.9292,4919.2631,4667.2235,4793.2433
2015/6/26,1.9295,4650.1861,4278.6752,4464.43065
2015/6/29,2.2688,4451.1659,4000.9261,4226.046
2015/6/30,2.2743,4475.7674,4016.0126,4245.89
2015/7/1,1.8627,4526.1271,4235.6964,4380.91175
2015/7/2,1.972,4312.1904,4000.0612,4156.1258
2015/7/3,1.8497,4164.6289,3785.9015,3975.2652
2015/7/6,2.7924,4218.266,3832.4678,4025.3669
2015/7/7,2.9269,3960.6359,3743.6237,3852.1298
2015/7/8,2.5037,3762.6222,3612.2536,3687.4379
2015/7/9,2.1683,3930.2641,3537.826,3734.04505
2015/7/10,2.1546,4179.1114,3887.5509,4033.33115
2015/7/13,2.1603,4278.1612,4072.4297,4175.29545
2015/7/14,1.9552,4258.5132,4062.5004,4160.5068
2015/7/15,1.8145,4114.2425,3899.5079,4006.8752
2015/7/16,1.4203,4067.0223,3856.3213,3961.6718
2015/7/17,1.4208,4190.1857,4000.2307,4095.2082
2015/7/20,1.5119,4221.693,4106.389,4164.041
2015/7/21,1.3649,4201.4824,4081.7039,4141.59315
2015/7/22,1.3671,4187.4305,4094.7116,4141.07105
2015/7/23,1.5194,4262.0619,4148.8235,4205.4427
2015/7/24,1.6804,4299.6497,4154.617,4227.13335
2015/7/27,1.5647,4156.3128,3817.1693,3986.74105
2015/7/28,1.6401,3883.4461,3627.4214,3755.43375
2015/7/29,1.1844,3934.0033,3769.1894,3851.59635
2015/7/30,1.1612,3968.5338,3802.8821,3885.70795
2015/7/31,0.9509,3863.6237,3757.9889,3810.8063
2015/8/3,1.0511,3829.2354,3742.5781,3785.90675
2015/8/4,0.9418,3948.4489,3801.0281,3874.7385
2015/8/5,0.8571,3962.2774,3858.6598,3910.4686
2015/8/6,0.6296,3888.6926,3793.237,3840.9648
2015/8/7,0.7838,3926.6488,3857.9076,3892.2782
2015/8/10,1.3113,4101.7313,3932.8417,4017.2865
2015/8/11,1.3764,4110.1328,4042.0037,4076.06825
2015/8/12,1.0906,4078.0297,4015.3547,4046.6922
2015/8/13,1.0379,4075.7003,3967.8205,4021.7604
2015/8/14,1.0831,4113.1585,4056.7265,4084.9425
2015/8/17,1.0982,4081.7718,4009.9896,4045.8807
2015/8/18,1.3672,4103.0535,3816.5535,3959.8035
2015/8/19,1.1499,3898.74,3668.1924,3783.4662
2015/8/20,0.9065,3880.824,3761.4541,3821.13905
2015/8/21,0.9313,3757.7794,3578.1749,3667.97715
2015/8/24,1.0883,3468.1493,3266.5499,3367.3496
2015/8/25,1.1762,3200.1081,3019.5561,3109.8321
2015/8/26,1.3134,3192.9316,2952.0082,3072.4699
2015/8/27,1.1388,3206.7238,3028.3984,3117.5611
2015/8/28,1.276,3353.2435,3223.6221,3288.4328
2015/8/31,1.1932,3368.2789,3205.5365,3286.9077
2015/9/1,1.5005,3370.5039,3190.5783,3280.5411
2015/9/2,1.4806,3387.0204,3213.6371,3300.32875
2015/9/7,0.8694,3422.2246,3240.2427,3331.23365
2015/9/8,0.6581,3340.2192,3170.807,3255.5131
2015/9/9,0.9385,3426.6509,3330.2896,3378.47025
2015/9/10,0.6164,3398.3164,3337.3105,3367.81345
2015/9/11,0.4618,3383.1338,3315.4782,3349.306
2015/9/14,0.8741,3373.9212,3187.5659,3280.74355
2015/9/15,0.6107,3240.0789,3131.9795,3186.0292
2015/9/16,0.6793,3345.9177,3131.3703,3238.644
2015/9/17,0.7196,3354.9052,3236.9986,3295.9519
2015/9/18,0.4541,3280.877,3227.8338,3254.3554
2015/9/21,0.5216,3312.5497,3211.9336,3262.24165
2015/9/22,0.6211,3371.4139,3303.1842,3337.29905
2015/9/23,0.5222,3315.9351,3253.3326,3284.63385
2015/9/24,0.4317,3300.8572,3255.9021,3278.37965
2015/9/25,0.5136,3290.858,3201.9137,3246.38585
2015/9/28,0.314,3246.5541,3186.5066,3216.53035
2015/9/29,0.3687,3208.4165,3159.0419,3183.7292
2015/9/30,0.332,3223.9076,3186.767,3205.3373
2015/10/8,0.5582,3337.3306,3294.6049,3315.96775
2015/10/9,0.5251,3352.3794,3293.965,3323.1722
2015/10/12,0.9331,3486.6306,3347.2512,3416.9409
2015/10/13,0.6129,3452.0453,3413.9674,3433.00635
2015/10/14,0.6392,3458.7015,3403.2305,3430.966
2015/10/15,0.719,3486.815,3402.3162,3444.5656
2015/10/16,0.8768,3537.5387,3487.1044,3512.32155
2015/10/19,0.871,3572.9945,3502.5045,3537.7495
2015/10/20,0.7511,3577.7981,3510.4368,3544.11745
2015/10/21,1.1834,3601.2434,3417.4123,3509.32785
2015/10/22,0.7732,3530.7657,3442.3065,3486.5361
2015/10/23,0.8319,3581.8362,3515.8216,3548.8289
2015/10/26,0.8569,3620.7564,3561.1922,3590.9743
2015/10/27,0.8057,3601.0529,3486.102,3543.57745
2015/10/28,0.7173,3598.1717,3517.2104,3557.69105
2015/10/29,0.5328,3561.814,3507.9657,3534.88985
2015/10/30,0.5837,3574.4733,3497.5677,3536.0205
2015/11/2,0.5454,3543.4501,3474.7116,3509.08085
2015/11/3,0.4254,3501.704,3452.6203,3477.16215
2015/11/4,0.8618,3628.5377,3477.1592,3552.84845
2015/11/5,1.6699,3781.4085,3627.3009,3704.3547
2015/11/6,1.2534,3801.705,3694.6567,3748.18085
2015/11/9,1.4962,3891.773,3796.3792,3844.0761
2015/11/10,1.2015,3876.4901,3798.8214,3837.65575
2015/11/11,0.9739,3843.1121,3781.4102,3812.26115
2015/11/12,0.9122,3843.8997,3771.2743,3807.587
2015/11/13,0.8533,3793.7134,3727.5847,3760.64905
2015/11/16,0.6755,3764.4087,3680.0734,3722.24105
2015/11/17,1.0378,3852.7743,3750.1565,3801.4654
2015/11/18,0.7754,3771.8467,3706.3103,3739.0785
2015/11/19,0.6456,3775.232,3714.675,3744.9535
2015/11/20,0.7806,3793.5447,3757.0264,3775.28555
2015/11/23,0.7333,3802.8513,3743.405,3773.12815
2015/11/24,0.5986,3754.1688,3702.7369,3728.45285
2015/11/25,0.6344,3781.857,3735.7162,3758.7866
2015/11/26,0.7245,3805.8435,3756.8234,3781.33345
2015/11/27,0.8723,3742.7417,3534.3904,3638.56605
2015/11/30,0.7231,3587.9703,3455.0679,3521.5191
2015/12/1,0.57,3617.3054,3536.1156,3576.7105
2015/12/2,0.8915,3725.8542,3573.4025,3649.62835
2015/12/3,0.825,3758.4457,3693.137,3725.79135
2015/12/4,0.6308,3726.1236,3667.2911,3696.70735
2015/12/7,0.4751,3699.337,3658.5778,3678.9574
2015/12/8,0.5247,3668.8385,3619.4449,3644.1417
2015/12/9,0.4728,3655.1585,3611.4904,3633.32445
2015/12/10,0.5015,3678.3183,3615.9911,3647.1547
2015/12/11,0.4602,3630.7435,3578.1463,3604.4449
2015/12/14,0.6284,3712.5026,3570.9978,3641.7502
2015/12/15,0.5237,3717.3573,3679.2297,3698.2935
2015/12/16,0.461,3713.0897,3677.4495,3695.2696
2015/12/17,0.7367,3768.8435,3709.8511,3739.3473
2015/12/18,0.7182,3810.218,3750.925,3780.5715
2015/12/21,0.9003,3877.82,3759.989,3818.9045
2015/12/22,0.7465,3880.4675,3841.5929,3861.0302
2015/12/23,0.8571,3926.6857,3862.9646,3894.82515
2015/12/24,0.6094,3867.6786,3787.0836,3827.3811
2015/12/25,0.4951,3848.0247,3813.204,3830.61435
2015/12/28,0.6374,3853.3891,3727.6316,3790.51035
2015/12/29,0.4215,3762.0518,3710.4803,3736.26605
2015/12/30,0.4364,3765.657,3726.278,3745.9675
2015/12/31,0.4208,3772.6166,3727.3247,3749.97065
2016/1/4,0.4765,3726.2446,3468.9485,3597.59655
2016/1/5,0.6696,3518.217,3377.2799,3447.74845
2016/1/6,0.6029,3543.7394,3468.4666,3506.103
2016/1/7,0.1819,3481.1499,3284.7374,3382.94365
2016/1/8,0.7666,3418.8508,3237.9307,3328.39075
2016/1/11,0.7196,3342.4807,3192.4499,3267.4653
2016/1/12,0.5284,3242.2532,3174.5497,3208.40145
2016/1/13,0.4972,3257.2953,3155.8787,3206.587
2016/1/14,0.5544,3226.6576,3072.0389,3149.34825
2016/1/15,0.5134,3216.7977,3101.0522,3158.92495
2016/1/18,0.4165,3165.6164,3066.727,3116.1717
2016/1/19,0.5257,3227.908,3119.2163,3173.56215
2016/1/20,0.538,3225.9496,3154.4259,3190.18775
2016/1/21,0.4579,3202.5381,3081.3454,3141.94175
2016/1/22,0.3704,3132.1708,3053.9581,3093.06445
2016/1/25,0.3357,3149.3322,3105.1004,3127.2163
2016/1/26,0.5222,3106.5302,2934.6469,3020.58855
2016/1/27,0.5439,2963.5438,2839.2899,2901.41685
2016/1/28,0.4082,2941.8866,2841.8442,2891.8654
2016/1/29,0.4661,2965.3093,2854.3712,2909.84025
2016/2/1,0.357,2944.5172,2869.5614,2907.0393
2016/2/2,0.3643,2972.4258,2901.5119,2936.96885
2016/2/3,0.3182,2954.71,2909.8982,2932.3041
2016/2/4,0.3769,2999.2061,2960.2065,2979.7063
2016/2/5,0.3156,2988.3597,2962.8471,2975.6034
2016/2/15,0.2994,2961.4926,2886.0183,2923.75545
2016/2/16,0.4623,3042.0886,2962.1871,3002.13785
2016/2/17,0.5268,3065.7845,3027.0458,3046.41515
2016/2/18,0.5108,3093.5129,3049.8407,3071.6768
2016/2/19,0.3586,3065.9677,3032.6336,3049.30065
2016/2/22,0.5788,3128.2069,3071.3289,3099.7679
2016/2/23,0.4622,3119.2209,3061.4294,3090.32515
2016/2/24,0.459,3109.5454,3055.2511,3082.39825
2016/2/25,0.6474,3104.4357,2905.4565,3004.9461
2016/2/26,0.4386,2964.3851,2902.948,2933.66655
2016/2/29,0.5305,2939.8745,2821.2149,2880.5447
2016/3/1,0.4759,2950.4361,2863.3228,2906.87945
2016/3/2,0.7217,3054.7237,2933.1162,2993.91995
2016/3/3,0.71,3078.4437,3040.2463,3059.345
2016/3/4,0.8989,3101.6556,3032.4235,3067.03955
2016/3/7,0.5432,3130.9032,3083.5843,3107.24375
2016/3/8,0.5587,3109.2499,3001.8285,3055.5392
2016/3/9,0.4571,3072.9156,3020.1335,3046.52455
2016/3/10,0.312,3074.1602,3012.6908,3043.4255
2016/3/11,0.3008,3026.4368,2982.1722,3004.3045
2016/3/14,0.4803,3106.8002,3033.9997,3070.39995
2016/3/15,0.4032,3077.0846,3028.5781,3052.83135
2016/3/16,0.5115,3100.3518,3064.5209,3082.43635
2016/3/17,0.4989,3147.8413,3077.5717,3112.7065
2016/3/18,0.8089,3197.668,3130.102,3163.885
2016/3/21,0.9563,3267.7751,3198.3608,3233.06795
2016/3/22,0.6601,3249.6772,3218.7276,3234.2024
2016/3/23,0.5148,3242.2466,3202.9759,3222.61125
2016/3/24,0.5453,3221.9061,3181.8128,3201.85945
2016/3/25,0.3989,3204.4423,3174.3179,3189.3801
2016/3/28,0.4236,3229.6237,3161.8782,3195.75095
2016/3/29,0.3984,3178.0748,3122.7605,3150.41765
2016/3/30,0.4824,3216.6755,3161.2886,3188.98205
2016/3/31,0.4977,3241.9268,3208.6649,3225.29585
2016/4/1,0.4836,3222.6124,3165.8555,3194.23395
2016/4/5,0.5979,3271.9301,3205.2065,3238.5683
2016/4/6,0.4921,3267.64,3236.1961,3251.91805
2016/4/7,0.4602,3270.8202,3208.6443,3239.73225
2016/4/8,0.4135,3197.7736,3163.305,3180.5393
2016/4/11,0.5126,3251.5717,3213.507,3232.53935
2016/4/12,0.3801,3232.2642,3198.9027,3215.58345
2016/4/13,0.8006,3296.5228,3237.8575,3267.19015
2016/4/14,0.4631,3286.0716,3252.0499,3269.06075
2016/4/15,0.4085,3282.9846,3261.7299,3272.35725
2016/4/18,0.397,3252.6706,3221.6623,3237.16645
2016/4/19,0.3307,3250.7253,3221.5773,3236.1513
2016/4/20,0.6633,3248.4218,3107.3693,3177.89555
2016/4/21,0.4283,3198.557,3150.9395,3174.74825
2016/4/22,0.3151,3175.3799,3137.9927,3156.6863
2016/4/25,0.276,3172.2694,3137.113,3154.6912
2016/4/26,0.241,3181.0954,3150.4041,3165.74975
2016/4/27,0.2449,3188.8264,3162.6914,3175.7589
2016/4/28,0.2851,3174.7662,3135.6425,3155.20435
2016/4/29,0.2368,3171.2887,3149.3966,3160.34265
2016/5/3,0.4004,3218.485,3151.4045,3184.94475
2016/5/4,0.3706,3222.8816,3198.2919,3210.58675
2016/5/5,0.3048,3217.282,3196.5661,3206.92405
2016/5/6,0.4431,3216.893,3130.1469,3173.51995
2016/5/9,0.4046,3115.4301,3055.0057,3085.2179
2016/5/10,0.2807,3084.7245,3055.1831,3069.9538
2016/5/11,0.3333,3102.8768,3063.0883,3082.98255
2016/5/12,0.3208,3095.3489,3035.0228,3065.18585
2016/5/13,0.2551,3103.0955,3064.691,3083.89325
2016/5/16,0.2415,3095.5554,3053.6619,3074.60865
2016/5/17,0.265,3105.2013,3073.459,3089.33015
2016/5/18,0.3354,3072.6122,3039.4618,3056.037
2016/5/19,0.2451,3086.977,3058.145,3072.561
2016/5/20,0.2274,3078.5316,3041.5169,3060.02425
2016/5/23,0.2419,3098.4782,3076.5039,3087.49105
2016/5/24,0.2377,3083.2571,3052.5905,3067.9238
2016/5/25,0.2292,3089.1022,3054.8697,3071.98595
2016/5/26,0.2443,3072.524,3027.444,3049.984
2016/5/27,0.2446,3073.7562,3052.1793,3062.96775
2016/5/30,0.2552,3075.2613,3037.6647,3056.463
2016/5/31,0.5614,3170.926,3068.5964,3119.7612
2016/6/1,0.4571,3181.7926,3159.8175,3170.80505
