date,exchange,hi,lo,avg
2009/9/1,1.0282,2901.277,2795.486,2848.3815
2009/9/2,0.8869,2904.786,2813.618,2859.202
2009/9/3,1.3579,3059.987,2892.649,2976.318
2009/9/4,1.2673,3099.385,3038.99,3069.1875
2009/9/7,1.2058,3153.227,3078.126,3115.6765
2009/9/8,1.2229,3170.967,3047.3,3109.1335
2009/9/9,1.3281,3207.388,3143.739,3175.5635
2009/9/10,0.9695,3204.124,3150.172,3177.148
2009/9/11,1.1752,3253.452,3152.689,3203.0705
2009/9/14,1.2656,3298.905,3240.534,3269.7195
2009/9/15,1.2577,3325.743,3264.949,3295.346
2009/9/16,1.2743,3296.94,3212.445,3254.6925
2009/9/17,1.3189,3329.116,3274.582,3301.849
2009/9/18,1.4511,3330.432,3170.962,3250.697
2009/9/21,1.0508,3210.643,3090.607,3150.625
2009/9/22,1.0597,3237.217,3131.016,3184.1165
2009/9/23,0.9516,3159.173,3041.415,3100.294
2009/9/24,0.9392,3122.055,2989.236,3055.6455
2009/9/25,0.6605,3090.069,3028.407,3059.238
2009/9/28,0.6041,3088.081,2959.744,3023.9125
2009/9/29,0.6603,2998.55,2923.926,2961.238
2009/9/30,0.6064,3033.738,2988.292,3011.015
2009/10/9,0.8175,3164.031,3071.27,3117.6505
2009/10/12,0.8474,3193.59,3151.256,3172.423
2009/10/13,0.7288,3199.921,3140.498,3170.2095
2009/10/14,1.1637,3276.553,3204.314,3240.4335
2009/10/15,0.8703,3287.628,3227.088,3257.358
2009/10/16,0.7378,3268.425,3188.434,3228.4295
2009/10/19,1.0274,3330.789,3231.807,3281.298
2009/10/20,1.1827,3379.63,3343.018,3361.324
2009/10/21,1.1041,3414.657,3358.55,3386.6035
2009/10/22,0.8059,3381.145,3341.415,3361.28
2009/10/23,1.1469,3436.391,3354.984,3395.6875
2009/10/26,0.9051,3432.895,3385.44,3409.1675
2009/10/27,0.7377,3392.102,3314.323,3353.2125
2009/10/28,0.6222,3337.167,3258.274,3297.7205
2009/10/29,0.6092,3291.18,3239.005,3265.0925
2009/10/30,0.6026,3329.54,3276.318,3302.929
2009/11/2,0.8146,3394.724,3198.309,3296.5165
2009/11/3,0.8326,3447.481,3397.255,3422.368
2009/11/4,0.8552,3476.34,3415.216,3445.778
2009/11/5,0.8014,3471.83,3432.26,3452.045
2009/11/6,0.9161,3506.027,3474.364,3490.1955
2009/11/9,0.7756,3495.887,3452.614,3474.2505
2009/11/10,0.8377,3532.186,3501.499,3516.8425
2009/11/11,0.7216,3514.829,3468.859,3491.844
2009/11/12,0.7943,3529.061,3487.68,3508.3705
2009/11/13,0.9044,3518.894,3445.36,3482.127
2009/11/16,1.2212,3625.887,3541.053,3583.47
2009/11/17,0.9652,3649.422,3619.986,3634.704
2009/11/18,0.8843,3652.809,3612.794,3632.8015
2009/11/19,0.9409,3653.899,3604.612,3629.2555
2009/11/20,0.939,3658.214,3597.306,3627.76
2009/11/23,0.9315,3666.27,3628.195,3647.2325
2009/11/24,1.4624,3698.129,3538.858,3618.4935
2009/11/25,1.1355,3630.301,3508.057,3569.179
2009/11/26,1.267,3646.607,3472.948,3559.7775
2009/11/27,0.8843,3480.931,3367.293,3424.112
2009/11/30,0.8342,3511.765,3415.077,3463.421
2009/12/1,1.0003,3566.78,3485.524,3526.152
2009/12/2,0.9662,3607.561,3570.287,3588.924
2009/12/3,0.8865,3603.122,3551.482,3577.302
2009/12/4,1.3215,3646.263,3530.058,3588.1605
2009/12/7,0.8946,3672.798,3633.445,3653.1215
2009/12/8,0.8133,3671.042,3590.941,3630.9915
2009/12/9,0.6719,3603.696,3543.424,3573.56
2009/12/10,0.5644,3601.289,3544.901,3573.095
2009/12/11,0.5349,3614.952,3568.506,3591.729
2009/12/14,0.8216,3623.273,3495.639,3559.456
2009/12/15,0.6784,3620.322,3578.283,3599.3025
2009/12/16,0.5584,3610.685,3550.667,3580.676
2009/12/17,0.6204,3582.439,3475.844,3529.1415
2009/12/18,0.6481,3453.348,3385.675,3419.5115
2009/12/21,0.4717,3404.642,3354.652,3379.647
2009/12/22,0.5251,3404.754,3296.765,3350.7595
2009/12/23,0.4678,3342.988,3296.292,3319.64
2009/12/24,0.6266,3445.704,3339.298,3392.501
2009/12/25,0.4566,3441.956,3410.667,3426.3115
2009/12/28,0.539,3489.574,3432.82,3461.197
2009/12/29,0.5421,3501.247,3451.177,3476.212
2009/12/30,0.8631,3561.436,3498.377,3529.9065
2009/12/31,0.6757,3579.518,3542.38,3560.949
2010/1/4,0.6395,3597.748,3535.229,3566.4885
2010/1/5,0.8302,3577.526,3497.661,3537.5935
2010/1/6,0.7592,3588.832,3541.173,3565.0025
2010/1/7,0.7774,3558.556,3452.769,3505.6625
2010/1/8,0.5882,3482.083,3426.698,3454.3905
2010/1/11,0.8546,3594.528,3465.317,3529.9225
2010/1/12,0.8902,3535.407,3437.661,3486.534
2010/1/13,1.0678,3490.112,3415.693,3452.9025
2010/1/14,0.7915,3470.323,3411.812,3441.0675
2010/1/15,0.6886,3500.072,3448.661,3474.3665
2010/1/18,0.7865,3501.26,3458.042,3479.651
2010/1/19,0.7108,3528.39,3497.094,3512.742
2010/1/20,0.878,3515.449,3387.818,3451.6335
2010/1/21,0.6701,3425.18,3364.723,3394.9515
2010/1/22,0.8442,3390.796,3293.194,3341.995
2010/1/25,0.4951,3372.426,3326.266,3349.346
2010/1/26,0.5849,3341.198,3222.14,3281.669
2010/1/27,0.499,3255.116,3183.365,3219.2405
2010/1/28,0.445,3220.306,3168.463,3194.3845
2010/1/29,0.4759,3249.455,3176.916,3213.1855
2010/2/1,0.5397,3198.311,3116.439,3157.375
2010/2/2,0.4747,3211.941,3143.085,3177.513
2010/2/3,0.6136,3231.102,3094.568,3162.835
2010/2/4,0.5584,3242.519,3190.437,3216.478
2010/2/5,0.5591,3177.42,3129.921,3153.6705
2010/2/8,0.3533,3172.306,3133.808,3153.057
2010/2/9,0.3401,3178.947,3144.478,3161.7125
2010/2/10,0.3237,3214.456,3182.834,3198.645
2010/2/11,0.3385,3238.349,3207.165,3222.757
2010/2/12,0.3221,3253.196,3228.738,3240.967
2010/2/22,0.3621,3261.949,3232.784,3247.3665
2010/2/23,0.4043,3225.393,3152.934,3189.1635
2010/2/24,0.4728,3244.816,3165.133,3204.9745
2010/2/25,0.6392,3294.144,3249.329,3271.7365
2010/2/26,0.4928,3301.149,3273.693,3287.421
2010/3/1,0.5717,3330.378,3287.556,3308.967
2010/3/2,0.5389,3339.894,3299.685,3319.7895
2010/3/3,0.5728,3335.654,3293.916,3314.785
2010/3/4,0.6553,3345.909,3244.978,3295.4435
2010/3/5,0.4311,3276.403,3239.677,3258.04
2010/3/8,0.3925,3293.93,3258.034,3275.982
2010/3/9,0.5121,3322.506,3255.982,3289.244
2010/3/10,0.4386,3321.081,3267.761,3294.421
2010/3/11,0.4486,3303.488,3251.704,3277.596
2010/3/12,0.3774,3284.263,3232.117,3258.19
2010/3/15,0.3575,3234.821,3171.803,3203.312
2010/3/16,0.2914,3204.289,3169.098,3186.6935
2010/3/17,0.4326,3273.998,3207.271,3240.6345
2010/3/18,0.4434,3295.368,3256.593,3275.9805
2010/3/19,0.4339,3296.411,3251.136,3273.7735
2010/3/22,0.4657,3313.922,3288.506,3301.214
2010/3/23,0.4384,3309.12,3272.921,3291.0205
2010/3/24,0.4196,3298.543,3271.033,3284.788
2010/3/25,0.4236,3270.39,3222.821,3246.6055
2010/3/26,0.4468,3285.388,3220.594,3252.991
2010/3/29,0.7977,3363.605,3293.671,3328.638
2010/3/30,0.5312,3372.265,3350.313,3361.289
2010/3/31,0.5,3369.901,3338.745,3354.323
2010/4/1,0.6379,3392.481,3349.884,3371.1825
2010/4/2,0.6491,3412.2,3391.806,3402.003
2010/4/6,0.6124,3436.29,3386.888,3411.589
2010/4/7,0.5073,3404.582,3369.017,3386.7995
2010/4/8,0.584,3381.306,3336.156,3358.731
2010/4/9,0.4816,3379.398,3342.471,3360.9345
2010/4/12,0.6999,3393.557,3330.3,3361.9285
2010/4/13,0.7501,3401.707,3324.048,3362.8775
2010/4/14,0.5661,3404.516,3377.437,3390.9765
2010/4/15,0.5725,3412.937,3365.881,3389.409
2010/4/16,0.4413,3388.286,3348.781,3368.5335
2010/4/19,0.827,3313.499,3175.441,3244.47
2010/4/20,0.5998,3196.646,3130.96,3163.803
2010/4/21,0.6259,3237.537,3164.765,3201.151
2010/4/22,0.6647,3231.985,3177.726,3204.8555
2010/4/23,0.5728,3224.739,3172.578,3198.6585
2010/4/26,0.4757,3207.715,3168.374,3188.0445
2010/4/27,0.6102,3163.101,3060.854,3111.9775
2010/4/28,0.4199,3122.115,3062.085,3092.1
2010/4/29,0.4404,3130.696,3059.796,3095.246
2010/4/30,0.497,3068.127,3014.069,3041.098
2010/5/4,0.3761,3056.082,2994.921,3025.5015
2010/5/5,0.5403,3036.865,2943.361,2990.113
2010/5/6,0.5321,3014.907,2895.392,2955.1495
2010/5/7,0.5532,2892.533,2817.153,2854.843
2010/5/10,0.454,2872.314,2798.523,2835.4185
2010/5/11,0.5277,2922.125,2790.701,2856.413
2010/5/12,0.4793,2832.147,2756.422,2794.2845
2010/5/13,0.4982,2886.972,2811.661,2849.3165
2010/5/14,0.3836,2888.093,2849.241,2868.667
2010/5/17,0.4665,2828.882,2712.444,2770.663
2010/5/18,0.4871,2781.845,2686.973,2734.409
2010/5/19,0.4073,2803.695,2723.304,2763.4995
2010/5/20,0.3768,2793.876,2721.072,2757.474
2010/5/21,0.4867,2769.094,2647.597,2708.3455
2010/5/24,0.6652,2886.368,2787.751,2837.0595
2010/5/25,0.4924,2855.332,2798.02,2826.676
2010/5/26,0.3556,2839.031,2797.628,2818.3295
2010/5/27,0.4767,2866.865,2771.586,2819.2255
2010/5/28,0.4596,2893.687,2835.069,2864.378
2010/5/31,0.4122,2857.416,2772.792,2815.104
2010/6/1,0.3996,2782.288,2710.593,2746.4405
2010/6/2,0.3526,2757.914,2700.075,2728.9945
2010/6/3,0.3526,2787.512,2735.7,2761.606
2010/6/4,0.2916,2748.476,2713.095,2730.7855
2010/6/7,0.3521,2716.401,2673.342,2694.8715
2010/6/8,0.3126,2720.586,2672.058,2696.322
2010/6/9,0.5341,2787.825,2687.331,2737.578
2010/6/10,0.3803,2776.259,2746.107,2761.183
2010/6/11,0.3587,2782.095,2755.949,2769.022
2010/6/17,0.2884,2784.916,2742.64,2763.778
2010/6/18,0.3696,2755.842,2686.614,2721.228
2010/6/21,0.4881,2784.47,2686.323,2735.3965
2010/6/22,0.3449,2795.323,2766.443,2780.883
2010/6/23,0.314,2788.219,2734.047,2761.133
2010/6/24,0.2576,2783.508,2739.807,2761.6575
2010/6/25,0.2694,2759.445,2715.655,2737.55
2010/6/28,0.2433,2751.455,2710.087,2730.771
2010/6/29,0.4275,2724.231,2591.694,2657.9625
2010/6/30,0.312,2575.824,2546.843,2561.3335
2010/7/1,0.2846,2574.098,2524.573,2549.3355
2010/7/2,0.389,2542.122,2462.202,2502.162
2010/7/5,0.2785,2529.425,2476.49,2502.9575
2010/7/6,0.3436,2563.411,2502.931,2533.171
2010/7/7,0.309,2580.608,2548.559,2564.5835
2010/7/8,0.2946,2602.23,2564.638,2583.434
2010/7/9,0.506,2662.163,2557.259,2609.711
2010/7/12,0.5054,2689.809,2636.648,2663.2285
2010/7/13,0.3733,2649.658,2618.34,2633.999
2010/7/14,0.4031,2684.616,2640.542,2662.579
2010/7/15,0.3491,2680.442,2607.788,2644.115
2010/7/16,0.3015,2621.332,2573.794,2597.563
2010/7/19,0.4613,2691.937,2585.007,2638.472
2010/7/20,0.6262,2746.237,2685.459,2715.848
2010/7/21,0.6046,2766.205,2733.721,2749.963
2010/7/22,0.5218,2783.138,2734.071,2758.6045
2010/7/23,0.5513,2806.979,2769.44,2788.2095
2010/7/26,0.4579,2811.953,2775.778,2793.8655
2010/7/27,0.4251,2812.208,2785.374,2798.791
2010/7/28,0.682,2866.404,2784.155,2825.2795
2010/7/29,0.8114,2888.599,2851.996,2870.2975
2010/7/30,0.5291,2876.136,2844.682,2860.409
2010/8/2,0.6066,2922.612,2867.45,2895.031
2010/8/3,0.6912,2929.614,2865.761,2897.6875
2010/8/4,0.603,2876.595,2818.248,2847.4215
2010/8/5,0.5678,2877.31,2833.669,2855.4895
2010/8/6,0.6334,2898.534,2821.033,2859.7835
2010/8/9,0.6314,2922.624,2888.045,2905.3345
2010/8/10,0.6626,2925.296,2832.078,2878.687
2010/8/11,0.4643,2864.361,2823.15,2843.7555
2010/8/12,0.5058,2860.369,2810.102,2835.2355
2010/8/13,0.4941,2856.043,2799.221,2827.632
2010/8/16,0.6845,2927.688,2843.024,2885.356
2010/8/17,0.6452,2949.73,2917.834,2933.782
2010/8/18,0.5968,2962.749,2924.668,2943.7085
2010/8/19,0.6489,2975.188,2928.013,2951.6005
2010/8/20,0.6028,2951.956,2892.64,2922.298
2010/8/23,0.4115,2920.541,2886.659,2903.6
2010/8/24,0.5138,2933.118,2866.802,2899.96
2010/8/25,0.535,2904.662,2842.249,2873.4555
2010/8/26,0.409,2868.878,2836.129,2852.5035
2010/8/27,0.342,2861.074,2833.422,2847.248
2010/8/30,0.5512,2921.085,2872.918,2897.0015
2010/8/31,0.5514,2910.06,2889.808,2899.934
2010/9/1,0.6453,2931.76,2859.166,2895.463
2010/9/2,0.5927,2931.547,2903.028,2917.2875
2010/9/3,0.609,2929.548,2891.878,2910.713
2010/9/6,0.7867,2980.424,2935.89,2958.157
2010/9/7,0.6162,2991.435,2959.902,2975.6685
2010/9/8,0.6108,2982.72,2953.839,2968.2795
2010/9/9,0.6822,2986.867,2922.2,2954.5335
2010/9/10,0.5455,2940.79,2890.035,2915.4125
2010/9/13,0.5639,2977.078,2925.416,2951.247
2010/9/14,0.5875,2984.466,2954.507,2969.4865
2010/9/15,0.6002,2965.539,2905.63,2935.5845
2010/9/16,0.6207,2917.849,2834.033,2875.941
2010/9/17,0.435,2877.083,2847.681,2862.382
2010/9/20,0.4203,2872.219,2829.757,2850.988
2010/9/21,0.2988,2869.38,2844.125,2856.7525
2010/9/27,0.4091,2905.526,2864.209,2884.8675
2010/9/28,0.489,2900.536,2875.658,2888.097
2010/9/29,0.4729,2908.732,2866.854,2887.793
2010/9/30,0.5247,2935.595,2857.418,2896.5065
2010/10/8,0.8328,3055.836,2963.237,3009.5365
2010/10/11,1.3062,3154.204,3069.188,3111.696
2010/10/12,1.0475,3173.849,3106.224,3140.0365
2010/10/13,1.1893,3221.646,3165.578,3193.612
2010/10/14,1.4771,3286.023,3215.031,3250.527
2010/10/15,1.5841,3327.683,3199.122,3263.4025
2010/10/18,1.7842,3390.015,3288.781,3339.398
2010/10/19,1.0676,3375.867,3279.999,3327.933
2010/10/20,1.3626,3439.225,3301.009,3370.117
2010/10/21,1.0137,3418.091,3344.962,3381.5265
2010/10/22,0.9521,3408.491,3346.111,3377.301
2010/10/25,1.1876,3481.347,3366.43,3423.8885
2010/10/26,1.1648,3499.817,3436.463,3468.14
2010/10/27,1.0107,3490.217,3398.095,3444.156
2010/10/28,0.8031,3420.885,3371.439,3396.162
2010/10/29,0.82,3404.6,3351.601,3378.1005
2010/11/1,1.0306,3472.995,3390.413,3431.704
2010/11/2,1.2632,3522.175,3449.724,3485.9495
2010/11/3,1.0304,3474.707,3419.08,3446.8935
2010/11/4,0.9524,3480.929,3419.643,3450.286
2010/11/5,1.121,3554.47,3498.276,3526.373
2010/11/8,0.91,3549.305,3506.375,3527.84
2010/11/9,0.8811,3547.44,3498.623,3523.0315
2010/11/10,0.864,3508.275,3470.968,3489.6215
2010/11/11,0.9999,3557.987,3484.891,3521.439
2010/11/12,1.1565,3497.061,3284.348,3390.7045
2010/11/15,0.7362,3319.976,3241.758,3280.867
2010/11/16,0.7793,3311.616,3155.475,3233.5455
2010/11/17,0.5984,3168.931,3087.507,3128.219
2010/11/18,0.4662,3158.629,3097.388,3128.0085
2010/11/19,0.5912,3178.846,3076.213,3127.5295
2010/11/22,0.5903,3200.472,3137.751,3169.1115
2010/11/23,0.549,3156.478,3061.623,3109.0505
2010/11/24,0.5344,3177.412,3088.992,3133.202
2010/11/25,0.5919,3227.054,3172.282,3199.668
2010/11/26,0.4573,3224.517,3170.364,3197.4405
2010/11/29,0.4176,3206.756,3159.459,3183.1075
2010/11/30,0.6023,3205.782,3060.438,3133.11
2010/12/1,0.3431,3150.436,3111.645,3131.0405
2010/12/2,0.4283,3194.226,3154.32,3174.273
2010/12/3,0.3543,3171.378,3134.419,3152.8985
2010/12/6,0.3922,3185.332,3140.555,3162.9435
2010/12/7,0.407,3214.691,3112.223,3163.457
2010/12/8,0.4142,3215.281,3166.766,3191.0235
2010/12/9,0.4603,3175.052,3122.196,3148.624
2010/12/10,0.3973,3172.163,3101.083,3136.623
2010/12/13,0.6634,3261.344,3173.564,3217.454
2010/12/14,0.5829,3279.365,3254.181,3266.773
2010/12/15,0.5005,3282.772,3242.516,3262.644
2010/12/16,0.3933,3258.394,3224.122,3241.258
2010/12/17,0.311,3232.839,3212.579,3222.709
2010/12/20,0.5171,3249.763,3117.998,3183.8805
2010/12/21,0.5523,3251.551,3168.889,3210.22
2010/12/22,0.4837,3263.45,3201.669,3232.5595
2010/12/23,0.424,3237.644,3183.152,3210.398
2010/12/24,0.3813,3187.724,3139.454,3163.589
2010/12/27,0.4819,3219.655,3092.263,3155.959
2010/12/28,0.3874,3095.358,3041.328,3068.343
2010/12/29,0.309,3062.557,3025.22,3043.8885
2010/12/30,0.3711,3079.909,3027.898,3053.9035
2010/12/31,0.4277,3129.446,3067.108,3098.277
2011/1/4,0.5909,3194.358,3143.604,3168.981
2011/1/5,0.5484,3193.779,3158.871,3176.325
2011/1/6,0.4129,3198.052,3152.572,3175.312
2011/1/7,0.58,3209.9,3141.125,3175.5125
2011/1/10,0.4517,3182.782,3102.428,3142.605
2011/1/11,0.3926,3131.292,3084.513,3107.9025
2011/1/12,0.4026,3153.43,3099.413,3126.4215
2011/1/13,0.3573,3157.036,3127.158,3142.097
2011/1/14,0.367,3129.667,3083.511,3106.589
2011/1/17,0.4596,3078.88,2968.61,3023.745
2011/1/18,0.2955,2984.47,2947.6,2966.035
2011/1/19,0.389,3045.605,2967.243,3006.424
2011/1/20,0.4198,3037.862,2944.498,2991.18
2011/1/21,0.5027,3030.265,2935.138,2982.7015
2011/1/24,0.4502,2999.201,2943.92,2971.5605
2011/1/25,0.3368,2960.587,2919.162,2939.8745
2011/1/26,0.2982,2982.322,2939.356,2960.839
2011/1/27,0.5677,3037.159,2935.271,2986.215
2011/1/28,0.433,3047.266,3011.375,3029.3205
2011/1/31,0.4612,3076.547,3032.449,3054.498
2011/2/1,0.3409,3087.225,3062.83,3075.0275
2011/2/9,0.4129,3087.551,3031.749,3059.65
2011/2/10,0.4552,3105.324,3024.349,3064.8365
2011/2/11,0.5191,3133.499,3092.582,3113.0405
2011/2/14,0.8283,3227.432,3123.246,3175.339
2011/2/15,0.748,3259.639,3215.619,3237.629
2011/2/16,0.6236,3248.849,3195.467,3222.158
2011/2/17,0.6074,3265.257,3218.913,3242.085
2011/2/18,0.5146,3242.374,3203.12,3222.747
2011/2/21,0.5416,3258.28,3189.848,3224.064
2011/2/22,0.7358,3269.048,3161.833,3215.4405
2011/2/23,0.4865,3182.185,3145.986,3164.0855
2011/2/24,0.4535,3195.688,3157.969,3176.8285
2011/2/25,0.4203,3213.792,3159.847,3186.8195
2011/2/28,0.5222,3241.597,3178.831,3210.214
2011/3/1,0.6035,3273.511,3235.754,3254.6325
2011/3/2,0.5513,3257.419,3202.833,3230.126
2011/3/3,0.6897,3271.64,3221.038,3246.339
2011/3/4,0.5451,3273.658,3217.477,3245.5675
2011/3/7,0.8049,3337.466,3287.405,3312.4355
2011/3/8,0.5781,3342.711,3311.722,3327.2165
2011/3/9,0.5314,3355.487,3322.698,3339.0925
2011/3/10,0.5299,3330.444,3279.33,3304.887
2011/3/11,0.4554,3290.7,3240.181,3265.4405
2011/3/14,0.4312,3263.906,3230.114,3247.01
2011/3/15,0.6502,3250.595,3147.957,3199.276
2011/3/16,0.5338,3250.878,3202.931,3226.9045
2011/3/17,0.58,3240.381,3185.084,3212.7325
2011/3/18,0.4152,3239.963,3205.144,3222.5535
2011/3/21,0.3998,3236.279,3194.145,3215.212
2011/3/22,0.3872,3227.797,3175.93,3201.8635
2011/3/23,0.4875,3267.004,3216.653,3241.8285
2011/3/24,0.4147,3273.37,3250.023,3261.6965
2011/3/25,0.5878,3304.264,3254.683,3279.4735
2011/3/28,0.6603,3328.07,3286.856,3307.463
2011/3/29,0.7115,3309.199,3256.337,3282.768
2011/3/30,0.5288,3274.977,3233.109,3254.043
2011/3/31,0.4353,3264.956,3210.174,3237.565
2011/4/1,0.4257,3272.768,3220.911,3246.8395
2011/4/6,0.714,3315.299,3268.765,3292.032
2011/4/7,0.5713,3330.805,3302.818,3316.8115
2011/4/8,0.4988,3353.889,3314.089,3333.989
2011/4/11,0.7042,3380.527,3331.174,3355.8505
2011/4/12,0.6875,3350.156,3307.476,3328.816
2011/4/13,0.5861,3372.031,3296.507,3334.269
2011/4/14,0.5987,3378.703,3347.488,3363.0955
2011/4/15,0.5283,3378.106,3323.563,3350.8345
2011/4/18,0.5826,3372.9,3335.599,3354.2495
2011/4/19,0.5717,3334.912,3290.736,3312.824
2011/4/20,0.4859,3311.725,3281.827,3296.776
2011/4/21,0.492,3330.244,3301.936,3316.09
2011/4/22,0.4511,3325.459,3291.638,3308.5485
2011/4/25,0.4975,3292.48,3247.691,3270.0855
2011/4/26,0.3948,3257.8,3216.21,3237.005
2011/4/27,0.4171,3256.413,3189.04,3222.7265
2011/4/28,0.4344,3237.192,3160.406,3198.799
2011/4/29,0.3584,3193.599,3147.137,3170.368
2011/5/3,0.3672,3212.055,3164.926,3188.4905
2011/5/4,0.4454,3193.446,3120.961,3157.2035
2011/5/5,0.3507,3136.897,3105.854,3121.3755
2011/5/6,0.3692,3141.683,3083.908,3112.7955
2011/5/9,0.3058,3149.937,3118.141,3134.039
2011/5/10,0.2719,3153.301,3121.746,3137.5235
2011/5/11,0.3168,3164.65,3127.494,3146.072
2011/5/12,0.324,3142.397,3101.136,3121.7665
2011/5/13,0.3112,3128.442,3080.19,3104.316
2011/5/16,0.2996,3137.604,3098.776,3118.19
2011/5/17,0.339,3136.231,3076.946,3106.5885
2011/5/18,0.2621,3145.698,3106.552,3126.125
2011/5/19,0.2843,3154.935,3118.619,3136.777
2011/5/20,0.2537,3133.429,3113.271,3123.35
2011/5/23,0.3686,3115.312,3021.45,3068.381
2011/5/24,0.2743,3029.746,2999.885,3014.8155
2011/5/25,0.259,3030.988,2988.094,3009.541
2011/5/26,0.244,3021.203,2977.596,2999.3995
2011/5/27,0.2818,2996.605,2962.067,2979.336
2011/5/30,0.2282,2982.583,2942.361,2962.472
2011/5/31,0.2612,3001.727,2946.146,2973.9365
2011/6/1,0.2528,3006.556,2985.711,2996.1335
2011/6/2,0.3463,2984.491,2923.016,2953.7535
2011/6/3,0.2571,2993.895,2951.201,2972.548
2011/6/7,0.2419,3006.569,2974.361,2990.465
2011/6/8,0.2815,3012.806,2965.923,2989.3645
2011/6/9,0.3115,3004.06,2951.889,2977.9745
2011/6/10,0.2767,2964.079,2925.868,2944.9735
2011/6/13,0.2515,2957.523,2921.746,2939.6345
2011/6/14,0.3668,3000.526,2943.531,2972.0285
2011/6/15,0.2908,2999.15,2963.112,2981.131
2011/6/16,0.2694,2946.815,2915.401,2931.108
2011/6/17,0.2694,2934.061,2891.015,2912.538
2011/6/20,0.2483,2896.081,2862.408,2879.2445
2011/6/21,0.2746,2909.572,2877.054,2893.313
2011/6/22,0.2438,2921.034,2894.178,2907.606
2011/6/23,0.2999,2966.54,2888.678,2927.609
2011/6/24,0.5579,3047.943,2944.051,2995.997
2011/6/27,0.4275,3056.023,3019.236,3037.6295
2011/6/28,0.3633,3046.797,3013.996,3030.3965
2011/6/29,0.3481,3043.815,2999.953,3021.884
2011/6/30,0.4059,3058.625,3003.23,3030.9275
2011/7/1,0.3735,3071.206,3034.072,3052.639
2011/7/4,0.5288,3124.582,3064.935,3094.7585
2011/7/5,0.4437,3128.529,3105.086,3116.8075
2011/7/6,0.4031,3116.121,3084.834,3100.4775
2011/7/7,0.4701,3140.102,3101.096,3120.599
2011/7/8,0.3357,3124.386,3093.374,3108.88
2011/7/11,0.3137,3120.998,3086.263,3103.6305
2011/7/12,0.3733,3090.097,3054.8,3072.4485
2011/7/13,0.3523,3108.497,3060.42,3084.4585
2011/7/14,0.3927,3126.153,3092.473,3109.313
2011/7/15,0.3988,3130.775,3097.336,3114.0555
2011/7/18,0.3931,3137.922,3113.667,3125.7945
2011/7/19,0.3455,3109.916,3088.377,3099.1465
2011/7/20,0.285,3119.543,3071.85,3095.6965
2011/7/21,0.2847,3099.278,3058.255,3078.7665
2011/7/22,0.2406,3083.191,3059.598,3071.3945
2011/7/25,0.4339,3050.897,2958.878,3004.8875
2011/7/26,0.281,2980.857,2957.61,2969.2335
2011/7/27,0.3125,3002.691,2951.516,2977.1035
2011/7/28,0.3103,2984.375,2956.71,2970.5425
2011/7/29,0.2984,2995.974,2948.076,2972.025
2011/8/1,0.2184,2991.051,2958.832,2974.9415
2011/8/2,0.2512,2958.85,2919.014,2938.932
2011/8/3,0.2488,2969.132,2927.096,2948.114
2011/8/4,0.2122,2983.012,2951.838,2967.425
2011/8/5,0.3171,2916.41,2868.157,2892.2835
2011/8/8,0.4598,2888.769,2747.967,2818.368
2011/8/9,0.4491,2812.769,2697.062,2754.9155
2011/8/10,0.3771,2858.553,2820.123,2839.338
2011/8/11,0.3793,2867.311,2777.761,2822.536
2011/8/12,0.3677,2894.224,2868.871,2881.5475
2011/8/15,0.385,2917.883,2870.19,2894.0365
2011/8/16,0.3277,2932.14,2888.334,2910.237
2011/8/17,0.2519,2910.835,2881.631,2896.233
2011/8/18,0.2592,2889.997,2832.269,2861.133
2011/8/19,0.275,2814.099,2782.556,2798.3275
2011/8/22,0.2173,2829.687,2768.418,2799.0525
2011/8/23,0.2074,2821.003,2777.287,2799.145
2011/8/24,0.2244,2845.47,2804.818,2825.144
2011/8/25,0.4591,2904.438,2815.912,2860.175
2011/8/26,0.2899,2907.398,2876.828,2892.113
2011/8/29,0.2814,2875.784,2847.476,2861.63
2011/8/30,0.2741,2901.733,2838.33,2870.0315
2011/8/31,0.2039,2855.305,2823.77,2839.5375
2011/9/1,0.1913,2869.249,2825.956,2847.6025
2011/9/2,0.1862,2836.624,2790.769,2813.6965
2011/9/5,0.2033,2780.834,2743.383,2762.1085
2011/9/6,0.1887,2745.36,2711.071,2728.2155
2011/9/7,0.2113,2779.205,2730.055,2754.63
2011/9/8,0.1704,2789.112,2755.799,2772.4555
2011/9/9,0.1719,2796.352,2739.62,2767.986
2011/9/13,0.1696,2726.185,2698.66,2712.4225
2011/9/14,0.1932,2736.905,2677.127,2707.016
2011/9/15,0.1979,2754.193,2728.905,2741.549
2011/9/16,0.175,2755.889,2728.995,2742.442
2011/9/19,0.1847,2718.318,2678.795,2698.5565
2011/9/20,0.1625,2702.28,2664.1,2683.19
2011/9/21,0.3568,2778.353,2677.349,2727.851
2011/9/22,0.2991,2754.917,2684.94,2719.9285
2011/9/23,0.2704,2681.227,2631.425,2656.326
2011/9/26,0.2487,2679.56,2603.108,2641.334
2011/9/27,0.2223,2652.56,2613.423,2632.9915
2011/9/28,0.2169,2660.099,2602.63,2631.3645
2011/9/29,0.2355,2615.144,2577.286,2596.215
2011/9/30,0.2035,2607.566,2572.193,2589.8795
2011/10/10,0.1798,2595.324,2552.284,2573.804
2011/10/11,0.2859,2635.694,2526.649,2581.1715
